INSPECCION,MATRICULA,F.MATRIC.,MARCA Y MODELO,BASTIDOR,GRUP,TIP,F,F.INSPEC.,L,I.1,M.1,I.2,M.2,I.3,M.3,I.4,M.4,RESUL.,F.VALIDEZ,DEFEC.
160839826/2016,2286-FWC,28/09/2007,FIAT DUCATO,ZFA25000001170462,3100,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DF.LEV,02/08/2017,"['0405-L', '0406-L']"
160839827/2016,2667-DCJ,26/07/2001,BMW 530 D,WBADL71070GV11807,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839828/2016,7227-BML,13/08/2001,TOYOTA YARIS,JTDKW223100180034,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DF.LEV,02/08/2017,"['0205-L', '0212-L']"
160839829/2016,5128-CVR,30/04/2004,CITROEN C3 14IEXC,VF7FCKFVB26969423,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DESFA.,00/00/0000,"['0501-G', '0903-G']"
160839830/2016,M-7610-YV,23/07/1999,VOLKSWAGEN BEETLE 1.9 TD,WVWZZZ9CZXM949377,1000,001,1,02/08/2016,1,003,14,001,12,001,17,008,22,DF.LEV,02/08/2017,"['0202-L', '0901-L']"
160839831/2016,8173-FTY,14/08/2007,SUZUKI JIMNY,VSEFJB43C00205273,1033,001,1,02/08/2016,1,003,14,001,12,001,17,008,22,FAVOR.,02/08/2018,['']
160839832/2016,TO-8989-AD,29/10/1999,SEAT IBIZA 1.9 SDI 3P,VSSZZZ6KZYR013224,1000,001,1,02/08/2016,1,003,14,001,12,001,17,008,22,DF.LEV,02/08/2017,"['0901-L', '0904-L']"
160839833/2016,6933-DNM,29/07/2005,OPEL ASTRA,W0L0AHL0855246574,1000,001,1,02/08/2016,1,002,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839834/2016,6936-CKW,25/07/2003,AUDI A4 1.9 TDI 5V,WAUZZZ8E13A347320,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839835/2016,2736-GFG,05/06/2008,TOYOTA YARIS,VNKKC983X0A132008,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2018,['']
160839836/2016,Z-6565-BL,21/05/1999,VOLKSWAGEN PASSAT 1.9 TD,WVWZZZ3BZXP405495,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DF.LEV,02/08/2017,['0405-L']
160839837/2016,TO-2760-AG,30/06/2000,PEUGEOT 406 SRDT HDI 90,VF38BRHYE81112601,1000,002,2,02/08/2016,2,002,999,,,,,,,FAVOR.,02/08/2017,['']
160839838/2016,CA-0881-BP,10/02/2000,PEUGEOT 206 5P XR 75,VF32AKFXE40684488,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DESFA.,00/00/0000,['0502-G']
160839839/2016,8354-DKV,25/05/2005,BMW SERIE 3 320D A,WBAVC31030KT71569,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DESFA.,00/00/0000,"['0302-G', '0401-G']"
160839840/2016,0012-FDC,20/07/2006,FORD MONDEO,WF05XXGBB56J12138,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DESFA.,00/00/0000,['0503-G']
160839841/2016,0514-CDS,14/11/2002,AUDI A4 1.9 TDI,WAUZZZ8E13A227999,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DF.LEV,02/08/2017,['0103-L']
160839842/2016,1454-DMB,24/06/2005,CITROEN N-C5 20HDI,VF7RCRHRG76693948,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839843/2016,7705-BKJ,12/06/2001,CITROEN C5,VF7DCRHZB76047912,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839844/2016,TO-8782-W,12/07/1995,OPEL ASTRA,W0L000057S5290283,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839845/2016,6406-GGY,08/08/2008,TOYOTA AURIS,SB1KB56EX0F001824,1000,001,1,02/08/2016,1,002,14,001,12,001,17,006,22,FAVOR.,02/08/2018,['']
160839846/2016,0012-FDC,20/07/2006,FORD MONDEO,WF05XXGBB56J12138,1000,002,2,02/08/2016,1,002,999,,,,,,,FAVOR.,02/08/2017,['']
160839847/2016,9894-DFP,20/01/2005,FORD FOCUS,WF05XXGCD54S40193,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839848/2016,271332,11/05/2007,MERCEDES BENZ VIANO CDI,WDF63981313271332,1000,014,1,02/08/2016,1,002,14,002,12,002,17,006,22,FAVOR.,11/05/2018,['']
160839849/2016,6508-HLW,02/08/2012,HYUNDAI IX35,TMAJU81UACJ315862,1000,001,1,02/08/2016,1,003,14,008,12,008,17,006,22,FAVOR.,02/08/2018,['']
160839850/2016,M-4991-ZU,28/07/2000,PEUGEOT 106,VF31AVJZE52563294,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DF.LEV,02/08/2017,['0601-L']
160839851/2016,4938-BJZ,31/05/2001,OPEL COMBO,W0L0SBF2513036714,2425,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/02/2017,['']
160839852/2016,0611-GKC,28/05/1999,SEAT TOLEDO,VSSZZZ1MZXB020421,1000,002,2,02/08/2016,2,003,999,,,,,,,FAVOR.,02/08/2017,['']
160839853/2016,7596-FPH,24/10/2003,AUDI A4,WAUZZZ8H64K011524,1000,002,2,02/08/2016,2,003,999,,,,,,,FAVOR.,02/08/2017,['']
160839854/2016,2620-FFB,17/08/2006,PEUGEOT 207 5P,VF3WC9HXC33483346,1000,001,1,02/08/2016,1,003,14,001,12,008,17,001,22,FAVOR.,17/08/2017,['']
160839855/2016,8432-DCJ,04/11/2004,CITROEN C8,VF7EB4HWG13182802,1000,005,1,02/08/2016,1,002,999,002,24,,,,,FAVOR.,27/10/2016,['']
160839856/2016,6968-CKZ,30/07/2003,FORD MONDEO,WF05XXGBB53D19753,1000,002,2,02/08/2016,1,003,999,,,,,,,FAVOR.,02/08/2017,['']
160839857/2016,7260-DMS,11/07/2005,VOLKSWAGEN PASSAT 2.0 TD,WVWZZZ3CZ6E038442,1000,002,2,02/08/2016,2,003,999,,,,,,,FAVOR.,02/08/2017,['']
160839858/2016,TO-7073-T,21/08/1992,RENAULT 21,VF1L4830509042235,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DF.LEV,02/08/2017,"['0405-L', '0601-L']"
160839859/2016,R-7719-BBW,07/02/2006,HERMANNS SSA,VS9CHALSN6V085150,4316,001,1,02/08/2016,2,002,14,002,16,002,17,002,21,DF.LEV,02/02/2017,"['0103-L', '0207-L', '0407-L', '0409-L']"
160839860/2016,5267-FSC,27/06/2007,FIAT BRAVO,ZFA19800004037583,1000,002,2,02/08/2016,1,003,999,,,,,,,DF.LEV,27/06/2018,['0401-L']
160839861/2016,TO-2448-AC,03/06/1998,RENAULT MEGANE CLASSIC,VF1LA0N0518259107,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DESFA.,00/00/0000,['0503-G']
160839862/2016,8218-DXZ,03/04/2006,OPEL ZAFIRA,W0L0AHM7562128539,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DF.LEV,02/08/2017,"['0202-L', '0401-L']"
160839863/2016,4067-CRS,29/01/2004,VOLKSWAGEN GOLF 1.9 TDI,WVWZZZ1KZ4P013669,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DESFA.,00/00/0000,"['0209-G', '0212-G', '0406-G', '0406-G']"
160839864/2016,M-8670-XV,06/07/1999,NISSAN PRIMERA,SJNBAAP11U0365017,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839865/2016,2179-DNG,25/07/2005,RENAULT CLIO,VF1BBR8EF34056698,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839866/2016,4474-GHK,10/09/2008,OPEL VIVARO,W0LF7AHA68V651614,2423,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,DF.LEV,02/08/2017,['0405-L']
160839867/2016,4470-BRF,11/12/2001,RENAULT MEGANE CLASSIC,VF1LA050525479078,1000,001,1,02/08/2016,1,003,14,001,12,008,17,006,22,FAVOR.,02/08/2017,['']
160839868/2016,Z-5750-BK,04/02/1999,VOLVO FM12,YV2J4DMA7XA291481,2300,001,1,02/08/2016,2,003,14,001,16,001,17,001,21,DESFA.,00/00/0000,"['0103-G', '0202-L', '0409-L', '0601-L', '0803-G', '1004-G', '1006-G']"
160839869/2016,R-9485-BBY,17/10/2006,LECI\A5ENA CH6160ACMD,VSRSV2M06ML06879,43,7 0,1,1 02/08/20,6,2 0,3,4 0,1,6 0,1,7 0,1,1 DF.L,V 17/04/20,['7 0202']
160839870/2016,6279-BBS,17/10/2000,SEAT IBIZA 1.4 5V 5P,VSSZZZ6KZ1R062692,1000,001,1,02/08/2016,1,003,14,008,12,008,17,006,22,DF.LEV,02/08/2017,"['0405-L', '0601-L']"
160839871/2016,4951-DHX,31/03/2005,FORD FIESTA,WF0HXXGAJH4T71963,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0202-L', '0503-G']"
160839872/2016,TO-5821-AB,27/07/1998,MERCEDES-BENZ 200 D,WDB12312010324568,1000,001,1,03/08/2016,1,006,14,002,12,008,17,010,22,DF.LEV,03/08/2017,"['0205-L', '0407-L']"
160839873/2016,C-5906-BSW,12/01/2007,LIGIER X-TOO,VJRJS32FD20002506,0300,001,1,03/08/2016,1,006,14,001,18,001,999,,,FAVOR.,03/08/2018,['']
160839874/2016,5733-GNB,25/06/2009,MAZDA MX-5,JMZNC188280149625,1000,012,1,03/08/2016,1,006,14,001,12,008,17,001,22,FAVOR.,03/08/2018,['']
160839875/2016,2506-BNR,17/10/2001,VOLKSWAGEN GOLF,WVWZZZ1JZ2W236699,1000,001,1,03/08/2016,1,006,14,001,12,008,17,008,22,FAVOR.,03/08/2017,['']
160839876/2016,M-9931-UY,31/07/1997,SEAT INCA 1.9 D,VSSZZZ9KZVR019457,3100,002,2,03/08/2016,1,002,999,,,,,,,DF.LEV,03/02/2017,"['0103-L', '0601-L']"
160839877/2016,0418-CLR,25/08/2003,ROVER 45,SARRTZLMS4D620217,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/08/2017,['0903-L']
160839878/2016,TO-4367-N,08/11/1989,PEUGEOT 205,VSC20AA9223214926,1000,002,2,03/08/2016,1,006,999,010,999,008,999,,,DF.LEV,03/08/2017,['0601-L']
160839879/2016,2966-FBJ,07/06/2006,DAF FA FL 45.180,XLRAE45CF0L319013,2111,001,1,03/08/2016,2,002,14,002,16,001,17,002,21,DESFA.,00/00/0000,"['0601-L', '0803-G', '0803-G', '0901-L']"
160839880/2016,M-7943-VP,09/03/1998,CITROEN SAXO 1.5D X 5P,VF7S1VJZF56515845,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839881/2016,4951-DHX,31/03/2005,FORD FIESTA,WF0HXXGAJH4T71963,1000,002,2,03/08/2016,1,006,999,,,,,,,DF.LEV,03/08/2017,['0202-L']
160839882/2016,8420-BGT,23/03/2001,CITROEN SAXO,VF7S1VJXB57454263,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0601-G', '0601-G', '0601-G', '0603-G', '0618-G']"
160839883/2016,TO-5662-I,20/08/1985,RENAULT 4,VS5112800F0005946,1000,001,1,03/08/2016,1,006,14,002,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839884/2016,7512-FSC,27/06/2007,FIAT BRAVO,ZFA19800004039574,1000,001,1,03/08/2016,1,002,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0103-L', '0202-L', '0403-L', '0403-L', '0503-G']"
160839885/2016,TO-1481-T,14/04/1992,BMW 318I,WBACA31010FB37388,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0502-G', '0903-L']"
160839886/2016,2244-DRZ,28/10/2005,SEAT LEON,VSSZZZ1PZ6R008662,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/08/2017,"['0103-L', '0406-L']"
160839887/2016,8518-CZB,05/08/2004,FORD FIESTA,WF0HXXWPJH4G29238,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/08/2017,['0407-L']
160839888/2016,7444-DNY,11/08/2005,FORD FOCUS,WF04XXWPD45R85331,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0103-L', '0401-G']"
160839889/2016,3391-GGV,31/07/2008,OPEL ASTRA,W0L0AHL4888087985,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/08/2018,['0103-L']
160839890/2016,7414-HLW,02/08/2012,AUDI A5,WAUZZZ8T8CA058837,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/08/2018,['0103-L']
160839891/2016,1644-DSJ,10/11/2005,FIAT DOBLO,ZFA22300005335910,3100,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/02/2017,"['0103-L', '0202-L', '0406-L']"
160839892/2016,9743-GWF,07/05/2010,DUCATI MONSTER 696,ZDMM500AAAB034279,0400,001,1,03/08/2016,1,006,14,001,18,006,13,,,FAVOR.,03/08/2018,['']
160839893/2016,5431-CLB,30/07/2003,CITROEN SAXO 1.5 D,VF7S1VJXB57884651,1000,001,1,03/08/2016,1,002,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839894/2016,1474-CKG,07/07/2003,TOYOTA COROLLA,SB1JM28EX0E073629,1000,001,1,03/08/2016,1,002,14,001,12,008,17,010,22,DF.LEV,03/08/2017,"['0401-L', '0603-L']"
160839895/2016,4993-CLL,13/08/2003,HYUNDAI ELANTRA,KMHDN41VP3U587663,1000,001,1,03/08/2016,1,002,14,001,12,008,17,008,22,DF.LEV,03/08/2017,"['0401-L', '0407-L']"
160839896/2016,9014-GYG,11/08/2010,PEUGEOT 308 SPORT HDI,VF34C9HZCAY112175,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2018,['']
160839897/2016,3896-FPJ,14/05/2007,VOLKSWAGEN GOLF,WVWZZZ1KZ7B016871,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,07/08/2017,['']
160839898/2016,3699-FNV,26/04/2007,CITROEN BERLINGO,VF7GJ9HWC93437623,3100,002,2,03/08/2016,2,008,999,,,,,,,FAVOR.,03/08/2017,['']
160839899/2016,M-6019-VP,06/03/1998,MERCEDES-BENZ SLK 230,WDB1704471F043278,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839900/2016,TO-2448-AC,03/06/1998,RENAULT MEGANE CLASSIC,VF1LA0N0518259107,1000,002,2,03/08/2016,1,006,999,006,14,,,,,FAVOR.,03/08/2017,['']
160839901/2016,4360-FCR,10/07/2006,TOYOTA AVENSIS,SB1BA56L70E033833,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839902/2016,7836-GFX,30/06/2008,FORD MONDEO,WF0DXXGBBD8G14838,1000,001,1,03/08/2016,1,006,14,008,12,008,17,010,22,FAVOR.,03/08/2018,['']
160839903/2016,6858-BXP,01/07/2002,SEAT IBIZA,VSSZZZ6LZ3R002613,1000,001,1,03/08/2016,1,006,14,001,12,008,17,006,999,DF.LEV,03/08/2017,"['0202-L', '0406-L']"
160839904/2016,9655-BXH,25/06/2002,AUDI A4 2.5 TDI 6V,WAUZZZ8E32A304547,1000,002,2,03/08/2016,1,002,999,,,,,,,FAVOR.,03/08/2017,['']
160839905/2016,TO-9325-AF,02/05/2000,CITROEN SAXO 1.5D SX 5P,VF7S1VJZFS7126086,1000,002,2,03/08/2016,1,006,999,,,,,,,DF.LEV,03/08/2017,"['0103-L', '0901-L']"
160839906/2016,6078-BJX,29/05/2001,HYUNDAI ACCENT,KMHCG51FPYU037020,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/08/2017,['0103-L']
160839907/2016,TO-8065-AF,07/04/2000,FORD RANGER,WF0LMFE40XW132627,3111,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/02/2017,['']
160839908/2016,TO-1549-V,23/12/1993,JEEP GRAND CHEROKEE,1J4GZB8S7RC177558,1033,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839909/2016,0612-CZH,16/08/2004,RENAULT MEGANE,VF1LMRG0631692955,1000,001,1,03/08/2016,1,006,14,008,17,001,12,010,22,FAVOR.,03/08/2017,['']
160839910/2016,3818-DMX,15/07/2005,RENAULT MEGANE,VF1BMR20533741215,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839911/2016,5697-CLH,07/08/2003,OPEL ZAFIRA A,W0L0TGF7532294323,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839912/2016,TO-0873-Y,04/10/1996,RENAULT LAGUNA,VF1B56F0515416430,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839913/2016,1726-BMN,17/08/2001,CITROEN XSARA,VF7N1RHYB73231174,1000,002,2,03/08/2016,2,002,999,,,,,,,DF.LEV,03/08/2017,"['0103-L', '0401-L']"
160839914/2016,1623-BLY,26/07/2001,VOLKSWAGEN GOLF,WVWZZZ1JZ1B210056,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839915/2016,TO-8904-X,24/07/1996,CHRYSLER GRAND VOYAGER,1C4GYN5M1TU126025,1000,002,2,03/08/2016,2,002,999,008,999,,,,,DF.LEV,03/08/2017,"['0401-L', '0403-L']"
160839916/2016,M-6596-XJ,16/04/1999,CITROEN XSARA 16I,VF7N1NFZF36503682,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839917/2016,4893-BYG,23/07/2002,MITSUBISHI MONTERO,JMBMNV68W2J004833,1033,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839918/2016,5285-CXT,30/06/2004,OPEL COMBO C,W0L0XCF0643053087,3100,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/02/2017,"['0103-L', '0205-L']"
160839919/2016,1506-CYL,21/07/2004,PEUGEOT 206,VF32HRHYF44119242,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839920/2016,7675-CXW,05/07/2004,SEAT IBIZA,VSSZZZ6LZ5R023914,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839921/2016,TO-0374-AG,24/05/2000,RENAULT MEGANE CABRIOLET,VF1EA04B522614462,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839922/2016,5519-DJM,19/04/2005,PEUGEOT 807 2.0 HDI,VF3EBRHWB13217129,1002,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839923/2016,1394-DSC,31/10/2005,BMW 320,WBABV51040PN12158,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839924/2016,R-8182-BBX,30/05/2006,LECI\A5ENA AR-9140-CO-N-,VSRSR3N05ML06747,43,3 0,1,1 03/08/20,6,2 0,1,4 0,1,6 0,1,7 0,1,1 DF.L,V 03/02/20,['7 0415']
160839925/2016,8034-BLV,25/07/2001,SAAB 9-5,YS3EH45GX13049341,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/08/2017,['0601-L']
160839926/2016,9773-DYZ,03/05/2006,NISSAN ATLEON,VWANBFTK063427773,2011,001,1,03/08/2016,2,002,14,002,16,001,17,002,21,DF.LEV,03/02/2017,"['0407-L', '0409-L', '0901-L']"
160839927/2016,9609-CYX,30/07/2004,OPEL VECTRA,W0L0ZCF6941143171,1000,001,1,03/08/2016,1,006,14,008,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839928/2016,0173-GSZ,28/08/1984,VOLKSWAGEN LT28D,WV2ZZZ28ZEH005740,3200,002,2,03/08/2016,1,006,999,010,999,008,999,,,DF.LEV,03/08/2017,"['0202-L', '0405-L', '0407-L', '0601-L']"
160839929/2016,4744-GXX,20/07/2010,CITROEN NC5,VF7RDRHF8AL546147,1000,001,1,03/08/2016,1,006,14,008,12,008,17,010,22,FAVOR.,03/08/2018,['']
160839930/2016,6992-FCC,28/06/2006,BMW SERIE 7,WBAHM61080DH92481,1000,002,2,03/08/2016,1,006,999,,,,,,,FAVOR.,03/08/2017,['']
160839931/2016,9628-BJJ,11/05/2001,CITROEN C-15 D,VF7VDWT0000WT4271,3100,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/02/2017,"['0103-L', '0202-L']"
160839932/2016,2396-HLS,24/07/2012,PIAGGIO BEVERLY 125 I.E.,ZAPM6910000005675,0400,001,1,03/08/2016,1,006,14,001,18,006,13,,,FAVOR.,03/08/2018,['']
160839933/2016,TO-5488-AG,14/08/2000,OPEL ASTRA-G,W0L0TGF69Y5328727,1000,001,1,03/08/2016,1,008,14,001,12,001,17,010,22,FAVOR.,03/08/2017,['']
160839934/2016,0471-DFV,26/01/2005,AUDI A6 2.5 TDI,WAUZZZ4B95N012054,1033,002,2,03/08/2016,1,008,999,,,,,,,FAVOR.,03/08/2017,['']
160839935/2016,0970-DMF,29/06/2005,OPEL ASTRA,W0L0AHL4858110367,1000,001,1,03/08/2016,1,008,14,001,12,001,17,010,22,DF.LEV,03/08/2017,"['0205-L', '0406-L']"
160839936/2016,8671-BSH,28/01/2002,YAMAHA FZS 600,JYARJ025000000520,0400,001,1,03/08/2016,1,001,12,008,14,001,18,008,13,FAVOR.,03/08/2018,['']
160839937/2016,1358-BMK,09/08/2001,SKODA OCTAVIA,TMBCG41U128539247,1000,001,1,03/08/2016,1,008,14,001,12,001,17,008,22,FAVOR.,03/08/2017,['']
160839938/2016,TO-3912-W,25/01/1995,OPEL CORSA,W0L000073S4077211,1000,001,1,03/08/2016,1,006,14,008,12,008,17,010,22,DF.LEV,03/08/2017,['0103-L']
160839939/2016,8354-DKV,25/05/2005,BMW SERIE 3 320D A,WBAVC31030KT71569,1000,002,2,03/08/2016,1,006,999,,,,,,,FAVOR.,03/08/2017,['']
160839940/2016,9320-CWB,18/05/2004,SEAT LEON 1.9 TDI 6V,VSSZZZ1MZ4R087148,1000,001,1,03/08/2016,1,006,14,008,12,008,17,006,999,FAVOR.,03/08/2017,['']
160839941/2016,9472-DPY,27/09/2005,RENAULT TRAFIC,VF1JLDDA66V255345,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0405-G', '0410-G', '0410-L']"
160839942/2016,9927-DMY,18/07/2005,PEUGEOT PARTNER,VF3GJWJYB95165044,3100,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DF.LEV,03/02/2017,"['0703-L', '0705-L']"
160839943/2016,4637-FVD,24/08/2007,CITROEN N-C5,VF7RCRHRH76829305,1000,002,2,03/08/2016,1,006,999,,,,,,,DF.LEV,03/08/2018,['0901-L']
160839944/2016,8816-BMD,31/07/2001,FORD GALAXY,WF0GXXPSSG1M65722,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839945/2016,5522-BYR,01/08/2002,TOYOTA COROLLA,SB1JW28E50E011209,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0103-L', '0205-L', '0401-L', '0603-G', '1006-G']"
160839946/2016,8389-DKJ,12/05/2005,CITROEN N-C5,VF7RC9HZC76669353,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839947/2016,4504-DKM,17/05/2005,CITROEN C4,VF7LC9HXC74242641,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0208-G', '0403-G', '0408-G']"
160839948/2016,4448-BYB,16/07/2002,SEAT TOLEDO,VSSZZZ1MZ3R023858,1000,002,2,03/08/2016,1,006,999,,,,,,,FAVOR.,03/08/2017,['']
160839949/2016,7850-DNN,29/07/2005,HONDA CIVIC,SHHEP33505U206953,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839950/2016,TO-7681-V,08/07/1994,OPEL CORSA,VSX000073R4345932,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839951/2016,TO-7457-Z,19/01/1998,RENAULT MEGANE,VF1BA0A0E17296525,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839952/2016,3009-HLZ,17/08/2012,RENAULT CLIO,VF1BR1S0H47614330,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2018,['']
160839953/2016,0056-DGL,16/02/2005,IVECO 35C12,ZCFC358200D261425,2011,001,1,03/08/2016,2,002,14,002,16,008,17,002,21,DESFA.,00/00/0000,"['0103-L', '0402-G', '0603-G', '0603-G', '0901-L']"
160839954/2016,TO-2552-AG,29/06/2000,OPEL ZAFIRA,W0L0TGF75Y2276151,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0103-L', '0408-G', '0408-G', '0601-L']"
160839955/2016,3790-DNT,04/08/2005,ROVER 75,SARRJSLHP5D352305,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,DESFA.,00/00/0000,"['0302-G', '0406-G', '0803-G']"
160839956/2016,4523-CFF,20/02/2003,FORD FOCUS,WF0FXXWPDF2A04771,1000,001,1,03/08/2016,1,006,14,001,12,008,17,010,22,FAVOR.,03/08/2017,['']
160839957/2016,3462-DKS,23/05/2005,FORD FIESTA,WF0HXXGAJH5P34847,1000,001,1,03/08/2016,1,002,14,001,12,008,17,010,22,DF.LEV,03/08/2017,['0405-L']
